,ticker,thong tin
605,CBS,"<DIV style=""FONT-FAMILY: Arial; FONT-SIZE: 10pt;"">Công ty Cổ phần Mía đường Cao Bằng (CBS) có tiền thân&nbsp;là Công ty mía đường Cao Bằng, được thành lập&nbsp;vào năm 1996. CBS hoạt động&nbsp;chủ yếu trong lĩnh vực sản xuất kinh doanh&nbsp;đường mía.&nbsp;Công ty&nbsp;chính thức hoạt động theo mô hình công ty cổ phần từ tháng 03/2006. CBS quản lý vận hành&nbsp;Nhà máy Mía đường Cao Bằng với tổng công suất chế biến 1.600 - 1.800 tấn mía/ngày. Sản phẩm chính của công ty là đường kính trắng đóng gói các loại theo tiêu chuẩn ISO 9001:2008, cung cấp cho thị trường các tỉnh miền Bắc như Bắc Ninh, Bắc Giang, Hưng Yên, Hà Nội, Vĩnh Phúc, Phú Thọ, Cao Bằng… Bên cạnh đó, Công ty còn sản xuất các phụ phẩm là mật rỉ và phân bón hữu cơ vi sinh. CBS được giao dịch trên thị trường UPCOM từ tháng 06/2017.</DIV>"
1068,CC1,"Tổng Công ty xây dựng số 1 (CC1) được thành lập vào năm 1979. CC1 hoạt động chính trong lĩnh vực thi công xây lắp các công trình công nghiệp, dân dụng, hạ tầng và năng lượng. Bên cạnh đó, CC1 cũng tham gia đầu tư, sản xuất kinh doanh vật liệu xây dựng và bất động sản. Công ty chính thức hoạt động theo mô hình công ty cổ phần từ năm 2016. Một số công trình tiêu biểu mà CC1 tham gia xây dựng gồm có Tòa nhà Trung tâm đài truyền hình Thành phố Hồ Chí Minh, Bệnh viện Đa khoa Long An, Cao ốc Diamond Plaza, E-Town, Habourview, cầu Thủ Thiêm, cầu Đồng Nai 2. CC1 được giao dịch trên thị trường UPCOM từ tháng 07/2017. "
1150,CC4," Công ty Cổ phần Đầu tư và Xây dựng số 4 (CC4) có tiền thân là Doanh nghiệp Nhà nước Công ty Xây dựng số 4, được thành lập vào năm 1993. Công ty hoạt động chính trong lĩnh vực thi công xây dựng hạ tầng kỹ thuật, công trình dân dụng và công nghiệp. CC4 đã xây dựng các công trình tiêu biểu trong nhiều lĩnh vực bao gồm (i) Công trình dân dụng: Trụ sở Văn phòng Quốc hội, Nhà khách Văn phòng Chính phủ, Bưu điện tỉnh Hà Nam, Trung tâm Hội nghị Quốc gia, Khách sạn Sheraton… (ii) Công trình Công nghiệp: Xí nghiệp liên hiệp Phân đạm Hà Bắc, Nhà máy kính Đáp Cầu, Nhà máy hóa chất U.I.C Việt Nam, Nhà máy Piaggio… (iii) Công trình thể thao văn hóa: Cung thể thao dưới nước – Khu liên hợp Quốc gia, Nhà hát lớn Hà Nội, Thư viện Quốc gia Hà Nội. CC4 được giao dịch trên thị trường UPCOM từ tháng 07/2017.  "
604,CCA,"<DIV style=""FONT-FAMILY: Arial; FONT-SIZE: 10pt;"">Công ty cổ phần Xuất Nhập khẩu Thủy sản Cần Thơ (CCA) có&nbsp;tiền thân là Xí nghiệp Chế biến Thực phẩm Xuất khẩu trực thuộc Công ty Nông Súc Sản Xuất Nhập khẩu Cần Thơ (CATACO). Công ty hoạt động chính trong lĩnh vực chế biến xuất khẩu thủy sản. CCA chính&nbsp;thức hoạt&nbsp;động theo mô hình công ty cổ phần từ năm 2006. Công ty&nbsp;đã đầu tư xây dựng dây chuyền chế biến thủy sản khép kín&nbsp;với công suất trên 25.000 tấn sản phẩm/năm. Công ty được châu Âu cấp Code công nhận hàng đủ tiêu chuẩn xuất vào thị trường châu Âu và liên tục được xếp trong nhóm 1 về xuất khẩu hàng thủy sản chế biến sang châu Âu. Hiện nay, sản phẩm của Công ty có mặt hầu hết các thị trường trên thế giới như khối Asean, Hàn Quốc, Hồng Kông, Canada, Mỹ, Nhật và EU. CCA được giao dịch trên thị trường UPCOM từ cuối năm 2019.</DIV>"
291,CCI,"Công ty Cổ phần Đầu tư Phát triển Công nghiệp Thương mại Củ Chi (CCI) có tiền thân là Công ty Thương mại Củ Chi được thành lập vào năm 1992 trên cơ sở hợp nhất hai công ty là Công ty Vật tư và Công ty Thương nghiệp Tổng hợp. Tháng 05/2002, Công ty Thương mại Củ Chi được cổ phần hóa trở thành Công ty Cổ phần Đầu tư Phát triển Công nghiệp Thương mại Củ Chi. Hoạt động kinh doanh chính của công ty là đầu tư khu công nghiệp và kinh doanh xăng dầu. Hoạt động kinh doanh xăng dầu là hoạt động chủ lực của công ty. Công ty là chủ đầu tư xây dựng dự án Khu công nghiệp Tây Bắc Củ Chi và hiện tại đang là đơn vị khai thác, quản lý. Năm 2010, CCI chính thức được niêm yết tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE).  "
108,CCL,"Công ty Cổ phần Đầu tư và Phát triển Đô thị Dầu khí Cửu Long (CCL) được thành lập năm 2007. Với đặc điểm hoạt động của ngành bất động sản, có thể coi CCL là chủ đầu tư sơ cấp với dự án Khu đô thị 5A mà Công ty đang thực hiện. CCL đứng ra thu xếp, phối hợp thực hiện với các bên liên quan để có được nguồn đất sạch, sau đó từng hạng mục thi công được chia nhỏ thành các tiểu dự án cho các đơn vị thầu và CCL thực hiện. Hiện nay CCL đang đầu tư vào một số dự án như: Dự án Khu tái định cư 5A, Phường 4, TP Sóc Trăng; Dự án Khu thương mại và tái định cư Trần Đề; Khu phố chợ Cổ Cò...Mục tiêu của Công ty Cổ phần Đầu Tư và Phát triển Đô thị Dầu khí Cửu Long là trở thành một điểm sáng trong chiến lược phát triển các khu đô thị, khu dân cư trong Tỉnh Sóc Trăng nói riêng và khu vực Đồng bằng Sông Cửu Long nói chung. CCL chính thức được niêm yết tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ Ngày 03/03/2011. "
1049,CCM,"Công ty Cổ phần Xi măng Cần Thơ (CCM) thành lập năm 1986, và chuyển sang hoạt động theo mô hình cổ phần năm 2004. Công ty hoạt động chính trong lĩnh vực sản xuất và kinh doanh xi măng, bê tông thương phẩm và gạch không nung. Hiện nay, Công ty đã có 4 dây chuyền sản xuất hiện đại với tổng công suất trên 1 triệu tấn/năm, hệ thống đóng bao tự động, tổng công suất đóng bao 120 tấn/giờ. Công ty có mạng lưới phân phối rộng với hơn 100 đại lý tại các khu vực: Đồng bằng Sông Cửu Long, các tỉnh Đông Nam Bộ, tỉnh Bình Thuận, Đắk Lắk, Đắk Nông, thành phố Hồ Chí Minh và thị trường Campuchia. Ngày 06/07/2018, CCM chính thức được giao dịch trên thị trường UPCOM. "
1401,CCP,"Công ty Cổ phần Cảng Cửa Cấm Hải Phòng (CCP) có tiền thân là Xí nghiệp Cảng Cửa Cấm Hải Phòng trực thuộc Sở Thủy sản Hải Phòng, được thành lập vào năm 1981. Công ty hoạt động chính trong lĩnh vực dịch vụ cảng biển như dịch vụ bốc xếp vận tải, cho thuê kho bãi, và kinh doanh nhiên liệu. CCP chính thức hoạt động theo hình thức công ty cổ phần từ năm 2004. CCP đang sở hữu 03 cầu cảng có độ dài 270m với 04 cầu trục. Sản lượng hàng hóa thông qua cảng đạt bình quân 420.000 tấn/năm. Bên cạnh đó, Công ty cũng khai thác và cho thuê bãi với diện tích khoảng 2ha tại khu vực cảng Cửa Cấm. CCP chính thức được giao dịch trên thị trường UPCOM từ Ngày 16/03/2017. "
1376,CCR," Công ty Cổ phần Cảng Cam Ranh (CCR) có tiền thân là Cảng Ba Ngòi được thành lập được thành lập vào năm 1991. Hoạt động sản xuất chính của công ty là bốc xếp hàng hóa, dịch vụ kho bãi và lưu giữ hàng hóa, kinh doanh dịch vụ logistic, dịch vụ đại lý tàu biển, sửa chữa tàu biển, lai dắt tàu biển. CCR chính thức hoạt động theo mô hình công ty cổ phần từ năm 2015. Công ty đang khai thác 2 bến với 2 cầu bến nằm liền kề nhau là bến số 1 và bến số 2 với tổng chiều dài cầu bến đạt 362m. Diện tích kho chứa hàng của công ty rộng 15.500m2, tổng diện tích bãi chứa hàng 30.000m2 và sức chứa tổng cộng đạt 100.000 tấn. Cảng Cam Ranh hiện đang được quy hoạch là 1 trong 17 cảng đầu mối loại 1 với khu bến tàu chính cho tàu 3-5 vạn DWT. Ngày 19/11/2021, CCR chính thức giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX).  "
1374,CCT,"Công ty Cổ phần Cảng Cần Thơ (CCT) có tiền thân là Công ty TNHH MTV Cảng Cần Thơ, được thành lập vào năm 2013 trên cơ sở sáp nhập Cảng Cần Thơ (nay là Cảng Hoàng Diệu) vào Cảng Cái Cui. Công ty hoạt động trong lĩnh vực bốc xếp vận tải, cho thuê kho bãi, cung ứng xăng dầu và kinh doanh các dịch vụ phụ trợ khác. CCT chính thức hoạt động theo mô hình công ty cổ phần từ tháng 03/2015. Tại Cảng Cái Cui và Cảng Hoàng Diệu, Công ty hiện đang quản lý kinh doanh 28.053m2 kho và hơn 143.000m2 bãi hàng hóa. Bên cạnh đó, Công ty sở hữu và khai thác 867m cầu cảng, có thể tiếp nhận các tàu với trọng tải lên tới 20.000 DWT. CCT được giao dịch trên thị trường UPCOM từ tháng 06/2017. "
1312,CCV,"Công ty Cổ phần Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam (VCC) có tiền thân là Viện thiết kế Công nghiệp Kiến trúc, được thành lập vào năm 1969. VCC chuyên hoạt động trong lĩnh vực tư vấn thiết kế các công trình xây dựng với địa bàn kinh doanh chính là Hà Nội. Công ty đã và đang cung cấp dịch vụ tư vấn cho các (i) công trình công nghiệp như nhà máy xi măng Hoàng Thạch, Bỉm Sơn, Bút Sơn, nhà máy gạch Ceramic, (ii) khu công nghiệp như khu công nghiệp Tuy Hạ - Đồng Nai, Sài Đồng B và khu công nghiệp Bắc Thăng Long và (iii) khu đô thị như khu đô thị Hàng Điều, khu đô thị mới tại Bắc Giang, Quảng Nam. VCC được giao dịch trên thị trường UPCOM từ tháng 01/2017. "
1050,CDC," Công Ty Cổ Phần Đầu Tư và Xây Lắp Chương Dương (CDC), tiền thân là hãng Eiffel Asia – một chi nhánh của hãng Eiffel (Cộng Hoà Pháp) được thành lập từ năm 1977. Năm 2003, Công ty chuyển đổi mô hình kinh doanh hoạt động là Công ty Cổ phần. Lĩnh vực hoạt động chính của công ty bao gồm xây dựng, đầu tư bất động sản và dịch vụ bất động sản, văn phòng cho thuê. Công ty đã thi công nhiều công trình, trong đó có nhiều công trình lớn, quan trọng của đất nước như: Nhà máy Xi măng Hà Tiên tại Kiên Giang, Nhà máy Thủy điện Trị An - Đồng Nai, Nhà máy Thủy điện Thác Mơ - Bình Phước, Đài vệ tinh mặt đất Hoa Sen. Hầu hết các dự án bất động sản của CDC được thực hiện tại TP.HCM. Ngoài ra, CDC đã triển khai các dự án xây lắp ở các tỉnh khu vực phía Nam như Bình Định, Vũng Tàu... Ngày 13/09/2010, CDC chính thức giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE).  "
1051,CDG,"Công ty Cổ phần Cầu Đuống (CDG) có tiền thân là xưởng gạch Hưng Ký, được thành lập năm 1905. Công ty được cổ phần hóa vào năm 2006 và chính thức đổi tên thành Công ty Cổ phần Cầu Đuống. Hoạt động chính của CDG là sản xuất và kinh doanh vật liệu xây dựng, thi công xây lắp và tư vấn thiết kế, gia công chế tạo các sản phẩm cơ khí. Công ty có 03 nhà máy sản xuất vật liệu xây dựng nung. Hiện tại công ty đang vận hành sản xuất 01 nhà máy gạch ngói tuynel và đã cho thuê khoán 02 nhà máy. Các sản phẩm của công ty đã có mặt trên toàn quốc, trong đó có mặt nhiều nhất tại Hà Nội và các tỉnh lân cận. Công ty đã cung cấp vật liệu xây dựng cho một số dự án tiêu biểu như: Khu đô thị Royal City, Khu đô thị Times City, Khu đô thị Mulberry Lane, Nam Thăng Long, Trung Yên, Việt Hưng, Trung tâm Hội nghị Quốc Gia. CDG chính thức được giao dịch trên thị trường UPCOM từ Ngày 27/02/2017. "
1489,CDH,"Công ty Cổ phần Công trình Công cộng và Dịch vụ du lịch Hải Phòng(CDH), có tiền thân là Phòng Thị chính Đồ Sơn, được thành lập vào tháng 03/1969. CDH chuyên quản lý, khai thác, sửa chữa, bảo trì các công trình công ích, thu gom, xử lý rác thải và đầu tư phát triển các công trình công ích. CDH hiện đang quản lý, khai thác, sửa chữa, bảo trì, trồng mới hệ thống cây xanh và hệ thống đèn điều khiển thuộc địa bàn quận Đồ Sơn và tuyến đường Phạm Văn Đồng (Cầu Rào – Đồ Sơn). Công ty tham gia thu gom, xử lý rác thải không nguy hại trên địa bàn quận Đồ Sơn và một phần của huyện Kiến Thụy cũng như đảm bảo vệ sinh môi trường, mỹ quan đô thị tuyến đường Phạm Văn Đồng, quận Đồ Sơn. Bên cạnh đó, Công ty cũng tham gia đầu tư phát triển các công trình dịch vụ công ích trên địa bàn thành phố Hải Phòng. CDH được giao dịch trên thị trường UPCOM từ tháng 06/2016. "
1385,CDN,"Công ty Cổ phần Cảng Đà Nẵng (CDN) được thành lập năm 1977. Công ty hoạt động chủ yếu trong lĩnh vực kinh doanh cảng và kho bãi. Hiện tại, công ty đang vận hành và khai thác cảng Đà Nẵng - cảng biển lớn nhất khu vực miền Trung. Cảng Đà Nẵng sở hữu gần 1.700m cầu bến, cùng với các thiết bị xếp dỡ và kho bãi hiện đại, đảm bảo năng lực khai thác lên đến trên 12 triệu tấn/năm và hệ thống kho bãi có diện tích tổng cộng trên 20 hecta. Với vị trí thuận lợi trong việc giao thương hàng hải, Cảng Đà Nẵng hiện đang được quy hoạch cảng tổng hợp quốc gia (cảng loại I). CDN được niêm yết tại Sở Giao dịch Chứng khoán Hà Nội (HNX) từ Ngày 30/11/2016. "
